时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-10-20 19:31:55:756	WT901BLE67(D57986C0DE95)	-0.046	-0.137	1.008	-0.366	-0.488	0.000	-9.25	3.34	-50.56	-84.025	69.908	2.917	0.90231	-0.05444	0.05258	-0.42426	30.3	10080.1.3	100
2023-10-20 19:31:55:756	WT901BLE67(D57986C0DE95)	-0.060	-0.136	1.003	1.526	-0.122	1.038	-9.22	3.33	-50.55	-84.025	69.908	2.917	0.90231	-0.05444	0.05258	-0.42426	30.3	10080.1.3	100
2023-10-20 19:31:55:815	WT901BLE67(D57986C0DE95)	-0.048	-0.137	1.011	-1.648	0.000	0.061	-9.21	3.33	-50.52	-84.025	69.908	2.917	0.90231	-0.05444	0.05258	-0.42426	30.3	10080.1.3	100
2023-10-20 19:31:55:905	WT901BLE67(D57986C0DE95)	-0.058	-0.147	1.012	0.977	0.610	0.183	-9.23	3.36	-50.52	-83.833	69.975	3.150	0.90231	-0.05444	0.05258	-0.42426	30.3	10080.1.3	100
2023-10-20 19:31:55:937	WT901BLE67(D57986C0DE95)	-0.065	-0.131	0.998	1.160	-0.061	0.549	-9.15	3.38	-50.48	-83.833	69.975	3.150	0.90231	-0.05444	0.05258	-0.42426	30.3	10080.1.3	100
2023-10-20 19:31:55:937	WT901BLE67(D57986C0DE95)	-0.034	-0.140	1.013	-0.610	0.061	-0.610	-9.14	3.37	-50.48	-83.833	69.975	3.150	0.90231	-0.05444	0.05258	-0.42426	30.3	10080.1.3	100
2023-10-20 19:31:55:937	WT901BLE67(D57986C0DE95)	-0.059	-0.149	0.993	-0.244	0.061	-0.366	-9.16	3.39	-50.50	-83.833	69.975	3.150	0.90231	-0.05444	0.05258	-0.42426	30.3	10080.1.3	100
2023-10-20 19:31:55:996	WT901BLE67(D57986C0DE95)	-0.056	-0.127	1.018	1.892	-1.099	-0.732	-9.14	3.35	-50.50	-83.833	69.975	3.150	0.90231	-0.05444	0.05258	-0.42426	30.3	10080.1.3	100
2023-10-20 19:31:56:58	WT901BLE67(D57986C0DE95)	-0.044	-0.137	1.008	-1.648	0.732	-0.610	-9.09	3.33	-50.50	-83.833	69.975	3.150	0.90262	-0.05356	0.05246	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:56:58	WT901BLE67(D57986C0DE95)	-0.053	-0.152	1.009	0.427	0.000	0.427	-9.14	3.37	-50.54	-83.833	69.975	3.150	0.90262	-0.05356	0.05246	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:56:148	WT901BLE67(D57986C0DE95)	-0.049	-0.132	1.009	0.793	-0.549	1.404	-9.08	3.36	-50.50	-83.833	69.975	3.150	0.90262	-0.05356	0.05246	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:56:148	WT901BLE67(D57986C0DE95)	-0.048	-0.134	1.000	-1.587	0.916	-1.709	-9.07	3.36	-50.47	-83.833	69.975	3.150	0.90262	-0.05356	0.05246	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:56:240	WT901BLE67(D57986C0DE95)	-0.053	-0.143	1.004	0.732	-0.305	0.488	-9.11	3.37	-50.51	-83.833	69.975	3.150	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:271	WT901BLE67(D57986C0DE95)	-0.067	-0.137	1.005	1.587	0.000	-0.122	-9.05	3.36	-50.48	-83.833	69.975	3.150	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:297	WT901BLE67(D57986C0DE95)	-0.038	-0.135	1.014	-2.808	1.770	-1.648	-9.04	3.39	-50.49	-83.833	69.975	3.150	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:298	WT901BLE67(D57986C0DE95)	-0.048	-0.157	0.999	0.732	-0.549	-0.488	-9.15	3.42	-50.54	-83.833	69.975	3.150	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:358	WT901BLE67(D57986C0DE95)	-0.064	-0.137	1.005	3.174	-0.793	2.258	-9.06	3.39	-50.52	-83.883	70.158	2.875	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:387	WT901BLE67(D57986C0DE95)	-0.049	-0.130	1.019	-2.380	0.305	-0.671	-9.00	3.39	-50.44	-83.883	70.158	2.875	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:417	WT901BLE67(D57986C0DE95)	-0.041	-0.150	1.008	-1.831	-0.122	-1.831	-9.11	3.38	-50.52	-83.883	70.158	2.875	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:476	WT901BLE67(D57986C0DE95)	-0.071	-0.134	0.988	1.404	0.000	2.258	-9.12	3.41	-50.49	-83.825	70.192	2.925	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:504	WT901BLE67(D57986C0DE95)	-0.044	-0.136	1.018	-0.122	-0.244	-1.770	-9.07	3.39	-50.47	-83.825	70.192	2.925	0.90271	-0.05298	0.05197	-0.42368	30.3	10080.1.3	100
2023-10-20 19:31:56:536	WT901BLE67(D57986C0DE95)	-0.048	-0.145	1.002	-1.038	0.671	1.099	-9.11	3.41	-50.52	-83.825	70.192	2.925	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:56:596	WT901BLE67(D57986C0DE95)	-0.057	-0.140	1.003	-0.671	-0.488	-0.854	-9.12	3.42	-50.48	-83.825	70.192	2.925	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:56:686	WT901BLE67(D57986C0DE95)	-0.048	-0.145	1.018	-0.549	-0.183	0.183	-9.16	3.39	-50.52	-83.825	70.192	2.925	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:56:687	WT901BLE67(D57986C0DE95)	-0.060	-0.132	1.000	1.892	0.000	0.732	-9.10	3.39	-50.46	-83.825	70.192	2.925	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:56:717	WT901BLE67(D57986C0DE95)	-0.043	-0.139	1.013	-3.052	0.732	-1.892	-9.11	3.41	-50.48	-83.825	70.192	2.925	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:56:776	WT901BLE67(D57986C0DE95)	-0.049	-0.148	1.005	0.916	-0.244	1.282	-9.19	3.43	-50.54	-83.875	70.150	2.917	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:56:838	WT901BLE67(D57986C0DE95)	-0.064	-0.136	0.998	0.000	-0.305	0.366	-9.14	3.42	-50.46	-83.875	70.150	2.917	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:56:838	WT901BLE67(D57986C0DE95)	-0.042	-0.128	1.022	0.000	0.366	-0.977	-9.14	3.40	-50.47	-83.875	70.150	2.917	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:56:867	WT901BLE67(D57986C0DE95)	-0.061	-0.159	1.000	0.000	0.549	0.000	-9.13	3.42	-50.53	-83.725	70.175	2.858	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:57:17	WT901BLE67(D57986C0DE95)	-0.051	-0.144	1.011	1.282	-1.160	0.366	-9.07	3.41	-50.50	-83.725	70.175	2.858	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:57:18	WT901BLE67(D57986C0DE95)	-0.047	-0.131	1.019	-2.441	0.122	-1.465	-9.07	3.39	-50.50	-83.725	70.175	2.858	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:57:19	WT901BLE67(D57986C0DE95)	-0.042	-0.144	0.995	-1.404	0.977	-1.648	-9.16	3.40	-50.58	-83.725	70.175	2.858	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:57:19	WT901BLE67(D57986C0DE95)	-0.073	-0.138	1.003	1.892	-0.732	2.869	-9.17	3.43	-50.58	-83.725	70.175	2.858	0.90271	-0.05286	0.05225	-0.42361	30.3	10080.1.3	100
2023-10-20 19:31:57:78	WT901BLE67(D57986C0DE95)	-0.050	-0.131	1.016	0.122	-0.183	-1.343	-9.08	3.39	-50.52	-83.725	70.175	2.858	0.90268	-0.05270	0.05225	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:57:256	WT901BLE67(D57986C0DE95)	-0.032	-0.143	1.004	-2.197	1.953	-2.258	-9.14	3.41	-50.60	-83.883	70.083	2.758	0.90268	-0.05270	0.05225	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:57:258	WT901BLE67(D57986C0DE95)	-0.070	-0.149	1.002	0.366	-0.793	1.221	-9.18	3.44	-50.66	-83.883	70.083	2.758	0.90268	-0.05270	0.05225	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:57:258	WT901BLE67(D57986C0DE95)	-0.051	-0.138	1.013	0.000	-1.526	1.892	-9.15	3.39	-50.57	-83.883	70.083	2.758	0.90268	-0.05270	0.05225	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:57:259	WT901BLE67(D57986C0DE95)	-0.050	-0.134	1.014	0.183	1.648	-1.221	-9.14	3.39	-50.54	-83.883	70.083	2.758	0.90268	-0.05270	0.05225	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:57:259	WT901BLE67(D57986C0DE95)	-0.045	-0.143	1.002	-1.282	-0.305	0.183	-9.16	3.43	-50.60	-83.883	70.083	2.758	0.90268	-0.05270	0.05225	-0.42377	30.3	10080.1.3	100
2023-10-20 19:31:57:378	WT901BLE67(D57986C0DE95)	-0.057	-0.140	1.000	1.770	-0.610	0.793	-9.16	3.42	-50.55	-83.883	70.083	2.758	0.90201	-0.05350	0.05319	-0.42499	30.3	10080.1.3	100
2023-10-20 19:31:57:408	WT901BLE67(D57986C0DE95)	-0.051	-0.137	1.011	0.061	-0.610	0.000	-9.09	3.39	-50.55	-83.883	70.083	2.758	0.90201	-0.05350	0.05319	-0.42499	30.3	10080.1.3	100
2023-10-20 19:31:57:408	WT901BLE67(D57986C0DE95)	-0.049	-0.136	1.007	-1.709	0.793	-0.427	-9.12	3.38	-50.53	-83.883	70.083	2.758	0.90201	-0.05350	0.05319	-0.42499	30.3	10080.1.3	100
2023-10-20 19:31:57:438	WT901BLE67(D57986C0DE95)	-0.052	-0.141	1.006	0.793	0.000	0.061	-9.15	3.41	-50.54	-83.883	70.083	2.758	0.90201	-0.05350	0.05319	-0.42499	30.3	10080.1.3	100
2023-10-20 19:31:57:496	WT901BLE67(D57986C0DE95)	-0.052	-0.134	1.011	-0.366	-0.244	-0.488	-9.12	3.41	-50.54	-83.883	70.083	2.758	0.90247	-0.05298	0.05240	-0.42416	30.3	10080.1.3	100
2023-10-20 19:31:57:588	WT901BLE67(D57986C0DE95)	-0.051	-0.141	1.009	-0.244	-0.183	0.000	-9.14	3.39	-50.57	-83.883	70.083	2.758	0.90247	-0.05298	0.05240	-0.42416	30.3	10080.1.3	100
2023-10-20 19:31:57:588	WT901BLE67(D57986C0DE95)	-0.057	-0.140	1.004	-0.732	-0.061	-0.183	-9.15	3.39	-50.58	-83.883	70.083	2.758	0.90247	-0.05298	0.05240	-0.42416	30.3	10080.1.3	100
2023-10-20 19:31:57:617	WT901BLE67(D57986C0DE95)	-0.048	-0.142	1.012	0.000	0.305	-1.099	-9.15	3.39	-50.58	-83.883	70.083	2.758	0.90247	-0.05298	0.05240	-0.42416	30.3	10080.1.3	100
2023-10-20 19:31:57:647	WT901BLE67(D57986C0DE95)	-0.052	-0.135	1.004	-0.671	-0.183	0.610	-9.16	3.40	-50.61	-83.883	70.083	2.758	0.90247	-0.05298	0.05240	-0.42416	30.3	10080.1.3	100
2023-10-20 19:31:57:677	WT901BLE67(D57986C0DE95)	-0.054	-0.138	1.004	-0.305	0.183	-1.770	-9.17	3.41	-50.61	-83.883	70.083	2.758	0.90231	-0.05344	0.05261	-0.42435	30.3	10080.1.3	100
2023-10-20 19:31:57:707	WT901BLE67(D57986C0DE95)	-0.047	-0.126	1.013	0.732	0.366	-0.488	-9.16	3.41	-50.67	-83.883	70.083	2.758	0.90231	-0.05344	0.05261	-0.42435	30.3	10080.1.3	100
2023-10-20 19:31:57:765	WT901BLE67(D57986C0DE95)	-0.053	-0.139	1.004	-0.977	0.305	-0.549	-9.15	3.43	-50.67	-83.883	70.083	2.758	0.90195	-0.05325	0.05289	-0.42511	30.3	10080.1.3	100
2023-10-20 19:31:57:798	WT901BLE67(D57986C0DE95)	-0.047	-0.144	1.012	0.427	-1.099	0.916	-9.15	3.41	-50.71	-83.883	70.083	2.758	0.90195	-0.05325	0.05289	-0.42511	30.3	10080.1.3	100
2023-10-20 19:31:57:827	WT901BLE67(D57986C0DE95)	-0.052	-0.132	1.005	-0.671	-0.122	-1.465	-9.13	3.39	-50.67	-83.883	70.083	2.758	0.90195	-0.05325	0.05289	-0.42511	30.3	10080.1.3	100
2023-10-20 19:31:57:916	WT901BLE67(D57986C0DE95)	-0.050	-0.140	0.998	-0.183	0.061	0.183	-9.15	3.38	-50.72	-83.975	69.942	2.917	0.90195	-0.05325	0.05289	-0.42511	30.3	10080.1.3	100
2023-10-20 19:31:57:917	WT901BLE67(D57986C0DE95)	-0.053	-0.134	1.008	0.916	-1.648	1.892	-9.13	3.37	-50.67	-83.975	69.942	2.917	0.90195	-0.05325	0.05289	-0.42511	30.3	10080.1.3	100
2023-10-20 19:31:57:947	WT901BLE67(D57986C0DE95)	-0.048	-0.136	1.013	-2.136	-0.549	-1.465	-9.12	3.32	-50.66	-83.975	69.942	2.917	0.90195	-0.05325	0.05289	-0.42511	30.3	10080.1.3	100
2023-10-20 19:31:58:6	WT901BLE67(D57986C0DE95)	-0.053	-0.142	1.004	0.244	0.977	-0.122	-9.18	3.33	-50.69	-83.975	69.942	2.917	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:97	WT901BLE67(D57986C0DE95)	-0.046	-0.138	1.001	0.244	-0.488	-0.671	-9.15	3.34	-50.71	-83.975	69.942	2.917	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:97	WT901BLE67(D57986C0DE95)	-0.048	-0.139	1.017	-0.244	0.183	2.136	-9.15	3.32	-50.69	-83.975	69.942	2.917	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:127	WT901BLE67(D57986C0DE95)	-0.067	-0.135	1.010	-0.427	1.343	-0.427	-9.13	3.37	-50.66	-83.975	69.942	2.917	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:215	WT901BLE67(D57986C0DE95)	-0.037	-0.138	1.004	-0.916	-0.732	-0.061	-9.15	3.40	-50.69	-83.850	70.067	3.050	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:216	WT901BLE67(D57986C0DE95)	-0.058	-0.139	1.000	0.732	0.732	0.122	-9.15	3.41	-50.69	-83.850	70.067	3.050	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:307	WT901BLE67(D57986C0DE95)	-0.061	-0.135	1.007	-0.671	-0.854	-0.122	-9.13	3.41	-50.67	-83.850	70.067	3.050	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:307	WT901BLE67(D57986C0DE95)	-0.039	-0.138	1.014	0.000	-0.427	-1.343	-9.15	3.38	-50.69	-83.850	70.067	3.050	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:307	WT901BLE67(D57986C0DE95)	-0.057	-0.134	1.003	-0.061	1.038	0.122	-9.12	3.39	-50.71	-83.850	70.067	3.050	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:366	WT901BLE67(D57986C0DE95)	-0.043	-0.141	1.013	-0.488	0.305	-0.427	-9.13	3.41	-50.73	-83.850	70.067	3.050	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:397	WT901BLE67(D57986C0DE95)	-0.053	-0.133	1.004	-0.549	0.610	0.488	-9.14	3.43	-50.72	-83.817	69.942	2.983	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:427	WT901BLE67(D57986C0DE95)	-0.054	-0.137	1.008	0.427	-0.366	-0.916	-9.12	3.44	-50.72	-83.817	69.942	2.983	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:485	WT901BLE67(D57986C0DE95)	-0.050	-0.139	1.004	0.183	-0.305	0.671	-9.11	3.43	-50.71	-83.725	69.850	2.942	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:515	WT901BLE67(D57986C0DE95)	-0.043	-0.134	1.009	-0.732	0.916	-0.977	-9.11	3.44	-50.71	-83.725	69.850	2.942	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:544	WT901BLE67(D57986C0DE95)	-0.054	-0.137	1.004	-0.488	-0.549	1.099	-9.13	3.45	-50.73	-83.725	69.850	2.942	0.90207	-0.05331	0.05206	-0.42502	30.3	10080.1.3	100
2023-10-20 19:31:58:607	WT901BLE67(D57986C0DE95)	-0.049	-0.133	1.006	-0.061	-0.977	-0.732	-9.12	3.42	-50.70	-83.725	69.850	2.942	0.90182	-0.05304	0.05298	-0.42542	30.3	10080.1.3	100
2023-10-20 19:31:58:638	WT901BLE67(D57986C0DE95)	-0.050	-0.136	1.014	-0.732	0.671	-0.366	-9.12	3.39	-50.73	-83.725	69.850	2.942	0.90182	-0.05304	0.05298	-0.42542	30.3	10080.1.3	100
2023-10-20 19:31:58:697	WT901BLE67(D57986C0DE95)	-0.048	-0.136	1.002	1.160	0.000	-0.916	-9.14	3.42	-50.75	-83.867	69.983	3.008	0.90182	-0.05304	0.05298	-0.42542	30.3	10080.1.3	100
2023-10-20 19:31:58:725	WT901BLE67(D57986C0DE95)	-0.043	-0.131	1.006	-1.038	-0.549	0.549	-9.11	3.41	-50.77	-83.867	69.983	3.008	0.90182	-0.05304	0.05298	-0.42542	30.3	10080.1.3	100
2023-10-20 19:31:58:754	WT901BLE67(D57986C0DE95)	-0.061	-0.140	1.008	-0.305	0.916	-0.549	-9.15	3.42	-50.77	-83.867	69.983	3.008	0.90182	-0.05304	0.05298	-0.42542	30.3	10080.1.3	100
2023-10-20 19:31:58:846	WT901BLE67(D57986C0DE95)	-0.046	-0.136	1.001	1.465	-0.549	-0.122	-9.12	3.43	-50.78	-83.867	69.983	3.008	0.90161	-0.05328	0.05292	-0.42584	30.3	10080.1.3	100
2023-10-20 19:31:58:846	WT901BLE67(D57986C0DE95)	-0.042	-0.129	1.009	-1.343	-1.038	-0.366	-9.09	3.38	-50.78	-83.867	69.983	3.008	0.90161	-0.05328	0.05292	-0.42584	30.3	10080.1.3	100
2023-10-20 19:31:58:875	WT901BLE67(D57986C0DE95)	-0.055	-0.144	1.012	0.854	0.366	0.366	-9.12	3.37	-50.81	-83.867	69.983	3.008	0.90161	-0.05328	0.05292	-0.42584	30.3	10080.1.3	100
2023-10-20 19:31:58:938	WT901BLE67(D57986C0DE95)	-0.054	-0.133	1.003	-0.427	-0.061	-0.366	-9.06	3.37	-50.80	-83.808	69.967	2.967	0.90161	-0.05328	0.05292	-0.42584	30.3	10080.1.3	100
2023-10-20 19:31:58:967	WT901BLE67(D57986C0DE95)	-0.037	-0.143	1.011	-1.038	-0.183	-1.465	-9.10	3.36	-50.81	-83.808	69.967	2.967	0.90161	-0.05328	0.05292	-0.42584	30.3	10080.1.3	100
2023-10-20 19:31:59:26	WT901BLE67(D57986C0DE95)	-0.057	-0.127	1.000	0.488	-0.061	1.282	-9.12	3.37	-50.83	-83.808	69.967	2.967	0.90146	-0.05307	0.05231	-0.42630	30.3	10080.1.3	100
2023-10-20 19:31:59:54	WT901BLE67(D57986C0DE95)	-0.042	-0.137	1.009	-0.854	0.427	-0.854	-9.11	3.38	-50.82	-83.808	69.967	2.967	0.90146	-0.05307	0.05231	-0.42630	30.3	10080.1.3	100
2023-10-20 19:31:59:88	WT901BLE67(D57986C0DE95)	-0.053	-0.136	1.007	0.061	0.000	0.488	-9.12	3.37	-50.84	-83.808	69.967	2.967	0.90146	-0.05307	0.05231	-0.42630	30.3	10080.1.3	100
2023-10-20 19:31:59:117	WT901BLE67(D57986C0DE95)	-0.048	-0.129	0.999	0.000	0.793	-0.732	-9.10	3.40	-50.83	-83.717	69.800	2.933	0.90146	-0.05307	0.05231	-0.42630	30.3	10080.1.3	100
2023-10-20 19:31:59:176	WT901BLE67(D57986C0DE95)	-0.050	-0.134	1.012	-0.427	-0.732	0.305	-9.10	3.40	-50.86	-83.717	69.800	2.933	0.90146	-0.05307	0.05231	-0.42630	30.3	10080.1.3	100
2023-10-20 19:31:59:238	WT901BLE67(D57986C0DE95)	-0.056	-0.137	1.014	0.366	0.244	-0.061	-9.09	3.38	-50.86	-83.717	69.800	2.933	0.90134	-0.05295	0.05252	-0.42654	30.3	10080.1.3	100
2023-10-20 19:31:59:238	WT901BLE67(D57986C0DE95)	-0.045	-0.130	1.007	0.061	1.526	-0.183	-9.05	3.41	-50.86	-83.717	69.800	2.933	0.90134	-0.05295	0.05252	-0.42654	30.3	10080.1.3	100
2023-10-20 19:31:59:298	WT901BLE67(D57986C0DE95)	-0.042	-0.138	1.011	-0.305	-0.366	-0.549	-9.06	3.42	-50.87	-83.717	69.800	2.933	0.90134	-0.05295	0.05252	-0.42654	30.3	10080.1.3	100
2023-10-20 19:31:59:327	WT901BLE67(D57986C0DE95)	-0.065	-0.138	1.000	1.038	-0.732	1.465	-9.03	3.41	-50.86	-83.917	69.825	2.833	0.90134	-0.05295	0.05252	-0.42654	30.3	10080.1.3	100
2023-10-20 19:31:59:357	WT901BLE67(D57986C0DE95)	-0.041	-0.138	1.014	-0.916	-0.427	-1.221	-9.01	3.38	-50.86	-83.917	69.825	2.833	0.90134	-0.05295	0.05252	-0.42654	30.3	10080.1.3	100
2023-10-20 19:31:59:418	WT901BLE67(D57986C0DE95)	-0.040	-0.137	1.008	-1.526	0.671	-1.160	-9.05	3.37	-50.89	-83.917	69.825	2.833	0.90128	-0.05246	0.05219	-0.42676	30.3	10080.1.3	100
2023-10-20 19:31:59:447	WT901BLE67(D57986C0DE95)	-0.065	-0.135	0.999	2.502	-0.122	1.648	-9.02	3.37	-50.86	-83.917	69.825	2.833	0.90128	-0.05246	0.05219	-0.42676	30.3	10080.1.3	100
2023-10-20 19:31:59:477	WT901BLE67(D57986C0DE95)	-0.032	-0.128	1.012	-1.831	0.122	-1.343	-8.98	3.37	-50.88	-83.917	69.825	2.833	0.90128	-0.05246	0.05219	-0.42676	30.3	10080.1.3	100
2023-10-20 19:31:59:539	WT901BLE67(D57986C0DE95)	-0.048	-0.128	1.015	0.488	-0.061	-0.671	-9.01	3.35	-50.91	-83.875	69.917	2.925	0.90128	-0.05246	0.05219	-0.42676	30.3	10080.1.3	100
2023-10-20 19:31:59:567	WT901BLE67(D57986C0DE95)	-0.061	-0.135	1.001	0.732	0.549	1.526	-8.96	3.37	-50.89	-83.875	69.917	2.925	0.90128	-0.05246	0.05219	-0.42676	30.3	10080.1.3	100
2023-10-20 19:31:59:597	WT901BLE67(D57986C0DE95)	-0.031	-0.140	1.017	-0.977	-0.916	-1.709	-8.97	3.34	-50.89	-83.875	69.917	2.925	0.90128	-0.05246	0.05219	-0.42676	30.3	10080.1.3	100
2023-10-20 19:31:59:655	WT901BLE67(D57986C0DE95)	-0.056	-0.126	0.994	-0.183	0.793	1.648	-8.97	3.35	-50.89	-83.875	69.917	2.925	0.90128	-0.05197	0.05176	-0.42688	30.3	10080.1.3	100
2023-10-20 19:31:59:684	WT901BLE67(D57986C0DE95)	-0.049	-0.135	1.004	-0.305	-0.732	-2.258	-8.99	3.33	-50.89	-83.875	69.917	2.925	0.90128	-0.05197	0.05176	-0.42688	30.3	10080.1.3	100
2023-10-20 19:31:59:716	WT901BLE67(D57986C0DE95)	-0.045	-0.131	1.004	0.244	-0.061	0.732	-8.98	3.32	-50.93	-83.850	69.842	2.833	0.90128	-0.05197	0.05176	-0.42688	30.3	10080.1.3	100
2023-10-20 19:31:59:776	WT901BLE67(D57986C0DE95)	-0.052	-0.131	1.006	-0.183	-0.610	0.366	-8.98	3.31	-50.92	-83.850	69.842	2.833	0.90128	-0.05197	0.05176	-0.42688	30.3	10080.1.3	100
2023-10-20 19:31:59:805	WT901BLE67(D57986C0DE95)	-0.053	-0.140	1.011	0.183	0.549	-2.319	-8.97	3.31	-50.99	-83.850	69.842	2.833	0.90128	-0.05197	0.05176	-0.42688	30.3	10080.1.3	100
2023-10-20 19:31:59:838	WT901BLE67(D57986C0DE95)	-0.045	-0.134	1.004	-0.061	-1.282	0.488	-8.95	3.30	-50.99	-83.850	69.842	2.833	0.90115	-0.05222	0.05145	-0.42715	30.3	10080.1.3	100
2023-10-20 19:31:59:895	WT901BLE67(D57986C0DE95)	-0.064	-0.133	1.011	0.183	-0.122	0.793	-8.95	3.28	-50.97	-83.850	69.842	2.833	0.90115	-0.05222	0.05145	-0.42715	30.3	10080.1.3	100
2023-10-20 19:31:59:925	WT901BLE67(D57986C0DE95)	-0.036	-0.138	1.007	-0.732	0.488	-2.136	-8.96	3.28	-50.98	-83.983	69.808	3.033	0.90115	-0.05222	0.05145	-0.42715	30.3	10080.1.3	100
2023-10-20 19:31:59:954	WT901BLE67(D57986C0DE95)	-0.040	-0.136	1.003	-0.793	0.549	-0.061	-9.00	3.29	-51.01	-83.983	69.808	3.033	0.90115	-0.05222	0.05145	-0.42715	30.3	10080.1.3	100
2023-10-20 19:32:0:45	WT901BLE67(D57986C0DE95)	-0.062	-0.134	0.997	2.319	0.244	1.831	-8.96	3.31	-51.00	-83.983	69.808	3.033	0.90076	-0.05237	0.05154	-0.42792	30.3	10080.1.3	100
2023-10-20 19:32:0:46	WT901BLE67(D57986C0DE95)	-0.050	-0.130	1.009	-0.427	-0.366	-0.610	-8.92	3.31	-50.98	-83.983	69.808	3.033	0.90076	-0.05237	0.05154	-0.42792	30.3	10080.1.3	100
2023-10-20 19:32:0:105	WT901BLE67(D57986C0DE95)	-0.036	-0.139	1.012	-1.648	0.000	-1.221	-8.96	3.28	-51.04	-83.983	69.808	3.033	0.90076	-0.05237	0.05154	-0.42792	30.3	10080.1.3	100
2023-10-20 19:32:0:137	WT901BLE67(D57986C0DE95)	-0.064	-0.129	0.997	1.221	-1.404	1.770	-8.95	3.26	-50.99	-83.925	69.858	3.033	0.90076	-0.05237	0.05154	-0.42792	30.3	10080.1.3	100
2023-10-20 19:32:0:195	WT901BLE67(D57986C0DE95)	-0.033	-0.134	1.020	-1.404	0.061	-1.709	-8.95	3.25	-51.00	-83.925	69.858	3.033	0.90076	-0.05237	0.05154	-0.42792	30.3	10080.1.3	100
