时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-10-20 19:35:20:25	WT901BLE67(D57986C0DE95)	-0.053	-0.088	0.967	-17.578	5.188	-10.071	-9.70	17.44	-48.16	-81.167	72.133	2.008	0.90897	0.01147	0.15894	-0.38507	31.8	10080.1.3	100
2023-10-20 19:35:20:55	WT901BLE67(D57986C0DE95)	-0.047	-0.126	0.933	-21.790	12.146	-6.104	-10.70	17.57	-48.59	-81.167	72.133	2.008	0.90897	0.01147	0.15894	-0.38507	31.8	10080.1.3	100
2023-10-20 19:35:20:115	WT901BLE67(D57986C0DE95)	-0.058	-0.100	0.936	-4.517	-0.488	0.671	-10.99	17.32	-48.70	-81.167	72.133	2.008	0.90363	-0.01376	0.16766	-0.39374	31.8	10080.1.3	100
2023-10-20 19:35:20:145	WT901BLE67(D57986C0DE95)	-0.070	-0.109	0.950	-12.939	5.188	-1.099	-11.38	17.10	-48.79	-81.167	72.133	2.008	0.90363	-0.01376	0.16766	-0.39374	31.8	10080.1.3	100
2023-10-20 19:35:20:175	WT901BLE67(D57986C0DE95)	-0.030	-0.121	0.977	5.188	-2.136	2.258	-11.27	16.77	-48.77	-83.592	68.475	4.742	0.90363	-0.01376	0.16766	-0.39374	31.8	10080.1.3	100
2023-10-20 19:35:20:236	WT901BLE67(D57986C0DE95)	-0.087	-0.080	0.938	-4.028	-1.892	1.587	-11.19	16.39	-48.69	-83.592	68.475	4.742	0.90363	-0.01376	0.16766	-0.39374	31.8	10080.1.3	100
2023-10-20 19:35:20:268	WT901BLE67(D57986C0DE95)	-0.077	-0.093	0.953	-9.155	1.038	-2.625	-11.48	16.11	-48.84	-83.592	68.475	4.742	0.90363	-0.01376	0.16766	-0.39374	31.8	10080.1.3	100
2023-10-20 19:35:20:298	WT901BLE67(D57986C0DE95)	-0.024	-0.122	0.951	-11.963	-1.892	-1.160	-11.94	15.80	-49.00	-83.592	68.475	4.742	0.90344	-0.02643	0.16000	-0.39670	31.8	10080.1.3	100
2023-10-20 19:35:20:356	WT901BLE67(D57986C0DE95)	-0.072	-0.085	0.932	-3.052	1.282	-1.221	-11.94	15.51	-48.96	-83.592	68.475	4.742	0.90344	-0.02643	0.16000	-0.39670	31.8	10080.1.3	100
2023-10-20 19:35:20:387	WT901BLE67(D57986C0DE95)	-0.079	-0.067	0.942	-20.264	3.540	-12.878	-12.56	15.27	-49.44	-83.617	67.667	5.683	0.90344	-0.02643	0.16000	-0.39670	31.8	10080.1.3	100
2023-10-20 19:35:20:417	WT901BLE67(D57986C0DE95)	-0.021	-0.102	0.988	-18.188	2.930	-10.681	-13.35	15.00	-50.00	-83.617	67.667	5.683	0.90344	-0.02643	0.16000	-0.39670	31.8	10080.1.3	100
2023-10-20 19:35:20:475	WT901BLE67(D57986C0DE95)	-0.058	-0.067	0.920	-6.775	5.920	-0.061	-13.52	14.93	-50.11	-83.617	67.667	5.683	0.90344	-0.02643	0.16000	-0.39670	31.8	10080.1.3	100
2023-10-20 19:35:20:507	WT901BLE67(D57986C0DE95)	-0.036	-0.067	0.944	-6.226	0.671	-3.174	-13.65	14.71	-50.27	-83.617	67.667	5.683	0.89932	-0.04465	0.15836	-0.40503	31.8	10080.1.3	100
2023-10-20 19:35:20:537	WT901BLE67(D57986C0DE95)	-0.045	-0.074	0.939	0.732	-0.305	4.272	-13.47	14.47	-50.19	-83.617	67.667	5.683	0.89932	-0.04465	0.15836	-0.40503	31.8	10080.1.3	100
2023-10-20 19:35:20:597	WT901BLE67(D57986C0DE95)	-0.063	-0.079	0.928	4.639	1.526	4.089	-13.13	14.28	-50.07	-84.750	65.842	6.725	0.89932	-0.04465	0.15836	-0.40503	31.8	10080.1.3	100
2023-10-20 19:35:20:626	WT901BLE67(D57986C0DE95)	-0.044	-0.080	0.939	10.315	-1.770	8.911	-12.54	14.04	-49.81	-84.750	65.842	6.725	0.89932	-0.04465	0.15836	-0.40503	31.8	10080.1.3	100
2023-10-20 19:35:20:686	WT901BLE67(D57986C0DE95)	-0.054	-0.064	0.945	3.845	-2.258	2.441	-12.08	13.75	-49.59	-84.750	65.842	6.725	0.90195	-0.03940	0.14539	-0.40457	31.8	10080.1.3	100
2023-10-20 19:35:20:716	WT901BLE67(D57986C0DE95)	-0.051	-0.082	0.963	1.038	1.953	-0.549	-11.89	13.52	-49.66	-84.750	65.842	6.725	0.90195	-0.03940	0.14539	-0.40457	31.8	10080.1.3	100
2023-10-20 19:35:20:744	WT901BLE67(D57986C0DE95)	-0.052	-0.080	0.930	0.000	1.831	0.183	-11.72	13.39	-49.72	-84.750	65.842	6.725	0.90195	-0.03940	0.14539	-0.40457	31.8	10080.1.3	100
2023-10-20 19:35:20:807	WT901BLE67(D57986C0DE95)	-0.044	-0.089	0.954	1.282	0.366	1.038	-11.57	13.18	-49.72	-84.350	66.525	6.317	0.90195	-0.03940	0.14539	-0.40457	31.8	10080.1.3	100
2023-10-20 19:35:20:837	WT901BLE67(D57986C0DE95)	-0.053	-0.082	0.953	1.709	3.418	0.854	-11.35	13.04	-49.71	-84.350	66.525	6.317	0.90195	-0.03940	0.14539	-0.40457	31.8	10080.1.3	100
2023-10-20 19:35:20:867	WT901BLE67(D57986C0DE95)	-0.060	-0.079	0.949	1.648	5.310	-0.977	-11.15	13.02	-49.82	-84.350	66.525	6.317	0.90195	-0.03940	0.14539	-0.40457	31.8	10080.1.3	100
2023-10-20 19:35:20:925	WT901BLE67(D57986C0DE95)	-0.038	-0.086	0.943	-0.610	1.038	0.488	-11.05	12.89	-49.85	-84.350	66.525	6.317	0.90210	-0.03415	0.13522	-0.40823	31.8	10080.1.3	100
2023-10-20 19:35:21:17	WT901BLE67(D57986C0DE95)	-0.052	-0.072	0.958	1.099	-0.488	-0.427	-10.89	12.65	-49.87	-84.633	66.767	5.683	0.90210	-0.03415	0.13522	-0.40823	31.8	10080.1.3	100
2023-10-20 19:35:21:18	WT901BLE67(D57986C0DE95)	-0.052	-0.089	0.959	0.732	1.343	-2.502	-10.76	12.46	-49.96	-84.633	66.767	5.683	0.90210	-0.03415	0.13522	-0.40823	31.8	10080.1.3	100
2023-10-20 19:35:21:47	WT901BLE67(D57986C0DE95)	-0.025	-0.110	0.949	10.132	-2.441	5.005	-10.32	12.21	-49.89	-84.633	66.767	5.683	0.90210	-0.03415	0.13522	-0.40823	31.8	10080.1.3	100
2023-10-20 19:35:21:77	WT901BLE67(D57986C0DE95)	-0.056	-0.063	0.955	5.371	-1.282	-1.160	-9.88	11.90	-49.78	-84.633	66.767	5.683	0.90210	-0.03415	0.13522	-0.40823	31.8	10080.1.3	100
2023-10-20 19:35:21:108	WT901BLE67(D57986C0DE95)	-0.057	-0.115	0.972	17.944	2.441	2.747	-9.24	11.79	-49.80	-84.633	66.767	5.683	0.90311	-0.02771	0.12146	-0.41083	31.8	10080.1.3	100
2023-10-20 19:35:21:166	WT901BLE67(D57986C0DE95)	-0.062	-0.087	0.932	15.625	-4.150	5.554	-8.44	11.50	-49.61	-84.633	66.767	5.683	0.90311	-0.02771	0.12146	-0.41083	31.8	10080.1.3	100
2023-10-20 19:35:21:194	WT901BLE67(D57986C0DE95)	-0.047	-0.146	0.974	19.592	-6.653	8.850	-7.72	11.14	-49.31	-84.633	66.767	5.683	0.90311	-0.02771	0.12146	-0.41083	31.8	10080.1.3	100
2023-10-20 19:35:21:227	WT901BLE67(D57986C0DE95)	-0.094	-0.074	0.957	16.296	1.038	3.174	-6.83	10.90	-49.06	-84.175	68.025	4.408	0.90311	-0.02771	0.12146	-0.41083	31.8	10080.1.3	100
2023-10-20 19:35:21:286	WT901BLE67(D57986C0DE95)	-0.041	-0.124	1.006	-3.723	3.662	-4.272	-6.94	10.88	-49.31	-84.175	68.025	4.408	0.90311	-0.02771	0.12146	-0.41083	31.8	10080.1.3	100
2023-10-20 19:35:21:317	WT901BLE67(D57986C0DE95)	-0.045	-0.119	0.965	-1.648	1.404	0.549	-7.01	10.78	-49.35	-84.175	68.025	4.408	0.90576	-0.00949	0.10294	-0.41086	31.8	10080.1.3	100
2023-10-20 19:35:21:347	WT901BLE67(D57986C0DE95)	-0.071	-0.114	0.971	-2.380	1.282	-1.099	-7.11	10.66	-49.38	-84.175	68.025	4.408	0.90576	-0.00949	0.10294	-0.41086	31.8	10080.1.3	100
2023-10-20 19:35:21:409	WT901BLE67(D57986C0DE95)	-0.056	-0.107	0.969	-1.526	1.465	-0.061	-7.16	10.53	-49.45	-83.933	69.167	3.075	0.90576	-0.00949	0.10294	-0.41086	31.8	10080.1.3	100
2023-10-20 19:35:21:436	WT901BLE67(D57986C0DE95)	-0.053	-0.115	0.979	-6.592	3.601	-3.296	-7.45	10.50	-49.59	-83.933	69.167	3.075	0.90576	-0.00949	0.10294	-0.41086	31.8	10080.1.3	100
2023-10-20 19:35:21:467	WT901BLE67(D57986C0DE95)	-0.037	-0.125	0.963	-0.061	0.305	-0.305	-7.54	10.37	-49.71	-83.933	69.167	3.075	0.90576	-0.00949	0.10294	-0.41086	31.8	10080.1.3	100
2023-10-20 19:35:21:527	WT901BLE67(D57986C0DE95)	-0.062	-0.101	0.975	-3.601	1.404	0.977	-7.63	10.23	-49.66	-83.933	69.167	3.075	0.90460	-0.01526	0.10156	-0.41357	31.8	10080.1.3	100
2023-10-20 19:35:21:586	WT901BLE67(D57986C0DE95)	-0.052	-0.117	0.978	-2.502	0.671	-0.854	-7.77	10.12	-49.78	-83.933	69.167	3.075	0.90460	-0.01526	0.10156	-0.41357	31.8	10080.1.3	100
2023-10-20 19:35:21:587	WT901BLE67(D57986C0DE95)	-0.044	-0.117	0.986	-3.784	0.305	-0.671	-7.92	9.95	-49.81	-83.933	69.167	3.075	0.90460	-0.01526	0.10156	-0.41357	31.8	10080.1.3	100
2023-10-20 19:35:21:646	WT901BLE67(D57986C0DE95)	-0.069	-0.109	0.973	-0.122	2.136	-0.549	-7.92	9.87	-49.83	-84.117	68.825	3.367	0.90460	-0.01526	0.10156	-0.41357	31.8	10080.1.3	100
2023-10-20 19:35:21:738	WT901BLE67(D57986C0DE95)	-0.029	-0.096	0.976	-5.249	3.296	-2.991	-8.09	9.82	-49.98	-84.117	68.825	3.367	0.90460	-0.01526	0.10156	-0.41357	31.8	10080.1.3	100
2023-10-20 19:35:21:738	WT901BLE67(D57986C0DE95)	-0.058	-0.125	0.964	3.174	-1.892	4.272	-8.04	9.66	-49.92	-84.117	68.825	3.367	0.90460	-0.01526	0.10156	-0.41357	31.8	10080.1.3	100
2023-10-20 19:35:21:768	WT901BLE67(D57986C0DE95)	-0.060	-0.087	0.972	-3.967	3.174	-1.892	-8.07	9.56	-49.93	-84.117	68.825	3.367	0.90460	-0.01526	0.10156	-0.41357	31.8	10080.1.3	100
2023-10-20 19:35:21:797	WT901BLE67(D57986C0DE95)	-0.033	-0.127	0.988	-1.526	-0.183	-1.038	-8.23	9.46	-50.08	-84.117	68.825	3.367	0.90460	-0.01526	0.10156	-0.41357	31.8	10080.1.3	100
2023-10-20 19:35:21:827	WT901BLE67(D57986C0DE95)	-0.067	-0.100	0.959	0.671	-1.709	0.183	-8.13	9.26	-50.04	-84.117	68.825	3.367	0.90390	-0.02191	0.09821	-0.41565	31.8	10080.1.3	100
2023-10-20 19:35:21:885	WT901BLE67(D57986C0DE95)	-0.040	-0.109	0.987	-1.709	1.404	-3.357	-8.25	9.15	-50.20	-84.117	68.825	3.367	0.90390	-0.02191	0.09821	-0.41565	31.8	10080.1.3	100
2023-10-20 19:35:21:916	WT901BLE67(D57986C0DE95)	-0.036	-0.107	0.965	1.587	0.671	2.930	-8.17	9.09	-50.18	-84.117	68.825	3.367	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:21:944	WT901BLE67(D57986C0DE95)	-0.067	-0.103	0.982	0.549	0.305	-0.854	-8.12	8.94	-50.16	-84.117	68.825	3.367	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:38	WT901BLE67(D57986C0DE95)	-0.039	-0.102	0.965	-2.563	2.014	-1.343	-8.18	8.89	-50.28	-84.117	68.825	3.367	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:39	WT901BLE67(D57986C0DE95)	-0.054	-0.113	0.969	0.000	-0.305	1.892	-8.18	8.78	-50.26	-84.117	68.825	3.367	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:95	WT901BLE67(D57986C0DE95)	-0.051	-0.103	0.984	-0.366	-0.183	-0.671	-8.16	8.67	-50.28	-84.117	68.825	3.367	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:128	WT901BLE67(D57986C0DE95)	-0.035	-0.113	0.976	0.671	-0.305	1.892	-8.13	8.54	-50.30	-84.342	68.383	3.258	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:158	WT901BLE67(D57986C0DE95)	-0.053	-0.110	0.978	-1.160	-0.793	0.244	-8.14	8.38	-50.26	-84.342	68.383	3.258	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:215	WT901BLE67(D57986C0DE95)	-0.058	-0.102	0.984	1.465	3.174	-0.977	-8.10	8.35	-50.32	-84.342	68.383	3.258	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:247	WT901BLE67(D57986C0DE95)	-0.042	-0.110	0.979	-3.662	-0.488	0.000	-8.19	8.26	-50.37	-84.500	68.442	3.533	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:277	WT901BLE67(D57986C0DE95)	-0.056	-0.113	0.967	1.099	1.038	0.366	-8.16	8.17	-50.37	-84.500	68.442	3.533	0.90314	-0.02502	0.09430	-0.41800	31.8	10080.1.3	100
2023-10-20 19:35:22:337	WT901BLE67(D57986C0DE95)	-0.037	-0.094	0.969	-1.465	-0.183	0.427	-8.16	8.07	-50.37	-84.500	68.442	3.533	0.90289	-0.02805	0.08600	-0.42010	31.8	10080.1.3	100
2023-10-20 19:35:22:367	WT901BLE67(D57986C0DE95)	-0.066	-0.102	0.992	-1.221	1.221	-1.160	-8.20	7.96	-50.42	-84.500	68.442	3.533	0.90289	-0.02805	0.08600	-0.42010	31.8	10080.1.3	100
2023-10-20 19:35:22:397	WT901BLE67(D57986C0DE95)	-0.026	-0.105	0.975	-0.244	1.038	0.793	-8.21	7.90	-50.49	-84.500	68.442	3.533	0.90289	-0.02805	0.08600	-0.42010	31.8	10080.1.3	100
2023-10-20 19:35:22:455	WT901BLE67(D57986C0DE95)	-0.054	-0.101	0.979	0.610	-1.099	2.258	-8.14	7.78	-50.38	-84.608	68.450	3.175	0.90289	-0.02805	0.08600	-0.42010	31.8	10080.1.3	100
2023-10-20 19:35:22:485	WT901BLE67(D57986C0DE95)	-0.056	-0.107	0.983	0.427	0.732	-1.404	-8.09	7.66	-50.44	-84.608	68.450	3.175	0.90289	-0.02805	0.08600	-0.42010	31.8	10080.1.3	100
2023-10-20 19:35:22:514	WT901BLE67(D57986C0DE95)	-0.034	-0.103	0.975	-1.648	0.427	0.122	-8.12	7.61	-50.45	-84.608	68.450	3.175	0.90289	-0.02805	0.08600	-0.42010	31.8	10080.1.3	100
2023-10-20 19:35:22:606	WT901BLE67(D57986C0DE95)	-0.049	-0.110	0.976	0.977	-1.404	2.869	-8.07	7.48	-50.41	-84.608	68.450	3.175	0.90274	-0.02963	0.08197	-0.42111	31.8	10080.1.3	100
2023-10-20 19:35:22:607	WT901BLE67(D57986C0DE95)	-0.054	-0.098	0.972	0.305	-0.793	0.122	-8.03	7.31	-50.37	-84.608	68.450	3.175	0.90274	-0.02963	0.08197	-0.42111	31.8	10080.1.3	100
2023-10-20 19:35:22:637	WT901BLE67(D57986C0DE95)	-0.035	-0.105	0.983	-2.441	0.366	-0.366	-8.10	7.23	-50.42	-84.750	68.592	3.417	0.90274	-0.02963	0.08197	-0.42111	31.8	10080.1.3	100
2023-10-20 19:35:22:726	WT901BLE67(D57986C0DE95)	-0.060	-0.105	0.971	-0.793	-0.244	-0.610	-8.12	7.11	-50.43	-84.750	68.592	3.417	0.90274	-0.02963	0.08197	-0.42111	31.8	10080.1.3	100
2023-10-20 19:35:22:727	WT901BLE67(D57986C0DE95)	-0.037	-0.115	0.979	1.526	-0.061	0.854	-8.05	7.01	-50.44	-84.750	68.592	3.417	0.90274	-0.02963	0.08197	-0.42111	31.8	10080.1.3	100
2023-10-20 19:35:22:759	WT901BLE67(D57986C0DE95)	-0.057	-0.105	0.982	-0.305	0.977	-0.671	-8.04	6.94	-50.45	-84.750	68.592	3.417	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:22:848	WT901BLE67(D57986C0DE95)	-0.038	-0.099	0.977	-0.610	1.221	-0.366	-8.04	6.91	-50.52	-84.750	68.592	3.417	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:22:848	WT901BLE67(D57986C0DE95)	-0.051	-0.107	0.980	-1.953	-0.305	-0.488	-8.10	6.82	-50.56	-84.750	68.592	3.417	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:22:877	WT901BLE67(D57986C0DE95)	-0.052	-0.104	0.979	0.549	2.869	-0.366	-8.08	6.80	-50.58	-84.750	68.592	3.417	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:22:937	WT901BLE67(D57986C0DE95)	-0.057	-0.090	0.964	-3.296	5.188	-0.488	-8.13	6.91	-50.67	-84.567	68.525	3.358	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:22:996	WT901BLE67(D57986C0DE95)	-0.020	-0.113	1.005	-3.174	1.404	-2.563	-8.31	6.91	-50.78	-84.567	68.525	3.358	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:22:996	WT901BLE67(D57986C0DE95)	-0.063	-0.119	0.975	3.906	-0.854	1.526	-8.16	6.81	-50.76	-84.567	68.525	3.358	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:23:58	WT901BLE67(D57986C0DE95)	-0.048	-0.097	0.978	-1.953	0.916	0.671	-8.14	6.74	-50.72	-84.892	68.308	3.217	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:23:87	WT901BLE67(D57986C0DE95)	-0.036	-0.103	1.002	0.732	1.221	-1.587	-8.15	6.70	-50.78	-84.892	68.308	3.217	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:23:117	WT901BLE67(D57986C0DE95)	-0.042	-0.103	0.969	-2.075	-0.122	1.343	-8.15	6.64	-50.77	-84.892	68.308	3.217	0.90292	-0.03149	0.07761	-0.42145	31.8	10080.1.3	100
2023-10-20 19:35:23:176	WT901BLE67(D57986C0DE95)	-0.052	-0.104	0.986	-0.061	2.808	-2.563	-8.15	6.62	-50.84	-84.892	68.308	3.217	0.90176	-0.03308	0.07462	-0.42435	31.8	10080.1.3	100
2023-10-20 19:35:23:205	WT901BLE67(D57986C0DE95)	-0.035	-0.101	0.972	-2.563	2.563	1.648	-8.20	6.66	-50.88	-84.892	68.308	3.217	0.90176	-0.03308	0.07462	-0.42435	31.8	10080.1.3	100
2023-10-20 19:35:23:236	WT901BLE67(D57986C0DE95)	-0.068	-0.108	0.993	1.343	-1.465	0.671	-8.16	6.53	-50.80	-84.892	68.308	3.217	0.90176	-0.03308	0.07462	-0.42435	31.8	10080.1.3	100
2023-10-20 19:35:23:296	WT901BLE67(D57986C0DE95)	-0.032	-0.095	0.988	-0.244	0.610	0.549	-8.11	6.44	-50.82	-84.942	68.233	3.167	0.90176	-0.03308	0.07462	-0.42435	31.8	10080.1.3	100
2023-10-20 19:35:23:325	WT901BLE67(D57986C0DE95)	-0.038	-0.104	0.988	-4.211	-0.366	-1.648	-8.23	6.36	-50.86	-84.942	68.233	3.167	0.90176	-0.03308	0.07462	-0.42435	31.8	10080.1.3	100
